Country,Year,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,HepatitisBVacc,Measles,BMI>25%,under-fivedeaths,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources,Schooling
LaoPeople'sDemocraticRepublic,2005,Developing,61,246,11,3.68,49,295,14.9,16,50,4.32,49,0.2,10,1.1,0.494,8.7
LaoPeople'sDemocraticRepublic,2004,Developing,64,252,12,3.53,45,1491,14.4,16,46,4.54,45,0.2,10.1,1.2,0.485,8.6
LaoPeople'sDemocraticRepublic,2003,Developing,59.8,259,12,3.41,5,1810,13.8,17,52,4.91,49,0.1,10.2,1.3,0.477,8.3
LaoPeople'sDemocraticRepublic,2002,Developing,59.3,265,13,3.33,,2070,13.3,18,55,4.4,53,0.1,10.3,1.4,0.468,8
LaoPeople'sDemocraticRepublic,2001,Developing,58.7,271,13,3.13,,94,12.7,19,55,4.32,52,0.1,10.4,1.5,0.463,8
LaoPeople'sDemocraticRepublic,2000,Developing,58.1,278,14,5.16,,332,12.3,20,57,3.41,51,0.1,10.5,1.5,0.459,8
Latvia,2015,Developed,74.6,153,0,,94,0,61.2,0,95,,95,0.1,2.2,2.1,0.828,16
Latvia,2014,Developed,74.4,156,0,0.01,92,36,60.7,0,92,5.88,92,0.1,2.2,2.2,0.822,16
Latvia,2013,Developed,74.1,161,0,10.37,94,0,60.2,0,94,5.67,94,0.1,2.2,2.2,0.814,15.4
Latvia,2012,Developed,73.8,163,0,10.21,9,3,59.8,0,91,5.91,91,0.1,2.2,2.2,0.812,15.5
Latvia,2011,Developed,73.6,169,0,10.14,89,1,59.4,0,92,6.1,92,0.1,2.2,2.3,0.81,15.8
Latvia,2010,Developed,72.8,180,0,9.8,91,0,58.9,0,92,6.55,92,0.1,2.2,2.3,0.815,16
Latvia,2009,Developed,72.6,184,0,9.85,92,0,58.5,0,94,6.84,94,0.1,2.3,2.3,0.821,16.4
Latvia,2008,Developed,71.9,199,0,11.84,93,3,58.1,0,94,6.63,94,0.1,2.3,2.4,0.819,16.3
Latvia,2007,Developed,78,221,0,12.12,91,0,57.7,0,94,7.1,94,0.1,2.4,2.4,0.814,16.2
Latvia,2006,Developed,75,229,0,10.4,94,7,57.4,0,96,6.8,96,0.1,2.4,2.5,0.807,16.2
Latvia,2005,Developed,76,216,0,9.92,99,2,57,0,99,6.37,99,0.1,2.5,2.5,0.791,15.9
Latvia,2004,Developed,71,206,0,8.81,98,0,56.6,0,99,6.51,99,0.1,2.5,2.6,0.776,15.5
Latvia,2003,Developed,78,209,0,8.24,98,0,56.3,0,98,6.15,98,0.1,2.6,2.6,0.761,15.2
Latvia,2002,Developed,73,219,0,7.44,98,0,56,0,98,6.29,97,0.1,2.7,2.7,0.746,14.8
Latvia,2001,Developed,69.9,228,0,6.68,96,1,55.7,0,97,6.17,97,0.1,2.8,2.8,0.728,14.2
Latvia,2000,Developed,71,218,0,7.13,95,0,55.4,0,96,6,96,0.1,2.8,2.8,0.716,13.7
Lebanon,2015,Developing,74.9,98,1,,81,39,66.1,1,75,,81,0.1,4.9,4.9,0.763,13.3
Lebanon,2014,Developing,74.8,99,1,1.32,81,112,65.4,1,75,6.39,81,0.1,4.8,4.9,0.763,13.3
Lebanon,2013,Developing,74.9,97,1,1.29,81,1761,64.9,1,75,6.63,81,0.1,4.8,4.8,0.766,13.3
Lebanon,2012,Developing,75,93,1,1.53,81,9,64.4,1,75,6.99,81,0.1,4.8,4.8,0.763,13.3
Lebanon,2011,Developing,75,93,1,1.57,81,9,64,1,75,7.12,81,0.1,4.7,4.7,0.758,13.2
Lebanon,2010,Developing,74.9,94,1,1.58,81,12,63.5,1,75,7.19,81,0.1,4.7,4.7,0.752,13.3
Lebanon,2009,Developing,74.7,95,1,1.62,81,22,63,1,75,7.42,81,0.1,4.7,4.7,0.746,13.2
Lebanon,2008,Developing,74.5,98,1,1.67,81,24,62.5,1,75,8.7,81,0.1,4.7,4.7,0.74,13.1
Lebanon,2007,Developing,74.4,98,1,1.72,8,373,61.9,1,75,8.9,80,0.1,4.7,4.6,0.731,12.9
Lebanon,2006,Developing,74.1,100,1,1.82,78,956,61.4,1,75,8.83,78,0.1,4.7,4.6,0.733,13.2
Lebanon,2005,Developing,73.9,101,1,1.94,77,618,60.8,1,74,8.42,77,0.1,4.7,4.6,,13.7
Lebanon,2004,Developing,73.7,103,1,2.1,75,213,60.2,1,74,8.91,75,0.1,4.7,4.6,,14.2
Lebanon,2003,Developing,73.5,105,1,2.19,74,526,59.7,1,74,9.3,74,0.1,4.8,4.7,,14.8
Lebanon,2002,Developing,73.2,107,1,1.98,77,36,59.1,1,80,1.5,77,0.1,4.8,4.7,,15.2
Lebanon,2001,Developing,73,110,1,2.19,8,8,58.6,1,80,1.9,80,0.1,4.9,4.7,,15
Lebanon,2000,Developing,72.7,112,1,2.26,83,5,57.9,1,83,1.86,83,0.1,4.9,4.8,,14.9
Lesotho,2015,Developing,53.7,484,4,,93,0,32.6,6,90,,93,9.3,5.5,5.3,0.495,10.7
Lesotho,2014,Developing,52.1,522,4,0.01,93,0,32,6,90,1.62,93,9.4,5.8,5.6,0.491,10.8
Lesotho,2013,Developing,52.1,518,4,0.01,93,516,31.4,6,90,11.7,93,9.6,6.1,5.9,0.484,11.1
Lesotho,2012,Developing,52.2,513,4,0.01,95,179,30.8,6,93,11.14,95,9,6.4,6.2,0.479,11
Lesotho,2011,Developing,52.3,520,4,2.39,96,172,30.2,6,95,11.79,96,10.5,6.8,6.6,0.469,11
Lesotho,2010,Developing,51.1,527,4,2.71,93,2488,29.7,6,92,1.87,93,13.4,7.2,7,0.464,10.9
Lesotho,2009,Developing,49.4,566,4,2.75,91,0,29.2,6,89,9.8,91,18.2,7.6,7.4,0.453,10.8
Lesotho,2008,Developing,47.8,592,5,2.75,88,0,28.8,6,86,8.85,88,27.3,8,7.8,0.447,10.7
Lesotho,2007,Developing,46.2,633,4,2.69,9,2,28.3,6,87,8.47,88,30,8.4,8.3,0.44,10.6
Lesotho,2006,Developing,45.3,654,5,2.61,91,1,27.9,6,88,7.12,89,34.1,8.8,8.7,0.437,10.7
Lesotho,2005,Developing,44.5,675,5,2.67,87,0,27.4,6,88,6.3,89,34.8,9.3,9.2,0.437,10.7
Lesotho,2004,Developing,44.8,666,5,1.8,6,31,26.9,7,89,6.96,90,34.6,9.7,9.7,0.439,10.7
Lesotho,2003,Developing,45.5,648,5,1.99,17,1,26.4,7,90,7.13,90,33.8,10.2,1.1,0.44,10.5
Lesotho,2002,Developing,46.4,622,5,2.95,,0,25.9,7,84,6.91,84,32.5,10.6,1.6,0.446,10.4
Lesotho,2001,Developing,47.8,586,5,2.86,,217,25.4,7,78,7.53,78,31.2,11.1,11.1,0.443,10.3
Lesotho,2000,Developing,49.3,543,5,3.1,,660,24.9,7,82,6.92,83,29.8,11.5,11.6,0.445,9.6
Liberia,2015,Developing,61.4,259,8,,52,1060,27.3,11,52,,52,0.9,6.5,6.4,0.427,9.9
Liberia,2014,Developing,58.1,329,8,0.01,5,34,26.7,11,49,1.4,50,0.9,6.7,6.5,0.426,9.9
Liberia,2013,Developing,61.1,258,9,0.01,76,0,26.1,11,75,9.25,76,1.1,6.8,6.7,0.419,9.8
Liberia,2012,Developing,67,261,9,0.01,8,43,25.6,12,80,1.19,80,1.2,7,6.9,0.416,9.6
Liberia,2011,Developing,62,266,9,3.72,77,279,25,12,77,11.23,77,1.5,7.2,7,0.406,9.5
Liberia,2010,Developing,59.7,272,9,3.64,47,2200,24.5,13,71,11.87,70,1.8,7.4,7.2,0.403,9.6
Liberia,2009,Developing,59.2,277,10,3.75,64,6,24,13,84,14.39,81,2.1,7.6,7.4,0.4,9.7
Liberia,2008,Developing,58.6,281,10,3.88,64,1,23.4,14,79,11.83,75,2.4,7.7,7.6,0.394,9.8
Liberia,2007,Developing,57.9,286,10,4.03,,1,22.9,14,67,1.24,65,2.8,7.9,7.8,0.383,9.9
Liberia,2006,Developing,56.7,302,11,4.05,,20,22.4,15,66,1.9,60,3,8.1,8.1,0.377,10
Liberia,2005,Developing,55.3,316,12,4.19,,8,22,16,66,8.4,60,3.1,8.3,8.3,0.372,10.1
Liberia,2004,Developing,54,329,12,4.24,,4,21.5,17,47,8.77,31,3.2,8.5,8.5,0.335,10.2
Liberia,2003,Developing,50,402,13,4.21,,142,21.1,18,49,3.44,35,3.2,8.7,8.7,0.373,10.3
Liberia,2002,Developing,56,371,13,4.27,,131,20.7,19,51,5.43,39,3.1,8.8,8.9,0.376,10.4
Liberia,2001,Developing,51.5,333,14,4.4,,1379,20.4,20,54,6.41,42,3.1,9,9,0.386,10.5
Liberia,2000,Developing,51.9,309,14,4.46,,5977,20.2,20,56,5.91,46,3.1,9.2,9.2,0.338,8.7
Libya,2015,Developing,72.7,138,1,,97,82,64.8,2,97,,97,0.1,5.8,5.5,0.719,13.4
Libya,2014,Developing,72.4,143,2,0.01,94,372,63.8,2,94,4.97,94,0.1,5.7,5.5,0.73,13.4
Libya,2013,Developing,72.9,134,2,0.01,96,0,62.8,2,96,4.33,96,0.1,5.7,5.5,0.735,13.4
Libya,2012,Developing,72.9,133,2,0.01,98,320,61.8,2,98,4.3,98,0.1,5.6,5.4,0.706,13.7
Libya,2011,Developing,71.3,161,2,0.01,98,0,6.9,2,98,4.77,98,0.1,5.6,5.4,0.756,14
Libya,2010,Developing,72.8,132,2,0.01,98,0,59.9,2,98,3.5,98,0.1,5.6,5.4,0.755,14.3
Libya,2009,Developing,72.7,132,2,0.01,98,329,59,2,98,3.16,98,0.1,5.6,5.4,0.757,14.6
Libya,2008,Developing,72.6,132,2,0.01,98,8,58.2,2,98,2.4,98,0.1,5.5,5.4,0.757,14.8
Libya,2007,Developing,72.5,132,2,0.01,98,59,57.4,3,98,2.63,98,0.1,5.5,5.4,0.756,15.1
Libya,2006,Developing,72.2,134,2,0.01,98,1,56.7,3,98,2.51,98,0.1,5.5,5.4,0.752,15.4
Libya,2005,Developing,71.9,138,2,0.01,97,292,56,3,98,2.71,98,0.1,5.5,5.4,0.748,15.7
Libya,2004,Developing,71.5,141,2,0.01,99,2771,55.3,3,97,3.46,97,0.1,5.5,5.4,0.747,15.9
Libya,2003,Developing,71.3,144,3,0.01,96,0,54.6,3,95,4.6,95,0.1,5.6,5.4,0.74,16
Libya,2002,Developing,71.1,146,3,0.01,91,3890,54,3,93,4.57,93,0.1,5.6,5.4,0.736,15.8
Libya,2001,Developing,71,147,3,0.01,93,633,53.4,3,94,4.6,94,0.1,5.6,5.5,0.732,15.7
Libya,2000,Developing,78,148,3,0.01,92,0,52.8,3,94,3.41,94,0.1,5.7,5.5,0.727,15.5
Lithuania,2015,Developed,73.6,165,0,,94,50,62.4,0,93,,93,0.1,2.6,2.6,0.846,16.5
Lithuania,2014,Developed,73.4,169,0,15.19,94,11,61.9,0,93,6.55,93,0.1,2.6,2.7,0.841,16.5
Lithuania,2013,Developed,73,178,0,15.04,93,35,61.4,0,93,6.59,93,0.1,2.7,2.7,0.834,16.4
Lithuania,2012,Developed,73,176,0,15.14,93,0,60.9,0,93,6.67,93,0.1,2.7,2.7,0.83,16.5
Lithuania,2011,Developed,72.8,180,0,12.66,95,7,60.5,0,92,6.86,92,0.1,2.7,2.8,0.826,16.7
Lithuania,2010,Developed,72.4,188,0,12.9,94,2,60,0,95,7.9,95,0.1,2.8,2.8,0.824,16.8
Lithuania,2009,Developed,72.2,192,0,12.4,95,0,59.7,0,98,7.53,98,0.1,2.8,2.9,0.825,16.6
Lithuania,2008,Developed,71.1,224,0,13.3,96,1,59.3,0,96,6.61,96,0.1,2.9,2.9,0.82,16.5
Lithuania,2007,Developed,72,240,0,13.4,96,0,59,0,95,6.22,95,0.1,2.9,3,0.812,16.4
Lithuania,2006,Developed,76,229,0,12.7,95,1,58.7,0,94,6.2,94,0.1,3,3,0.807,16.4
Lithuania,2005,Developed,78,222,0,12.3,95,1,58.4,0,93,5.83,94,0.1,3,3.1,0.798,16.2
Lithuania,2004,Developed,71.6,204,0,12.1,94,1,58.1,0,90,5.67,94,0.1,3.1,3.1,0.792,16.3
Lithuania,2003,Developed,71.6,202,0,11.29,95,1,57.8,0,91,6.46,94,0.1,3.2,3.2,0.78,15.8
Lithuania,2002,Developed,71.4,202,0,11,94,103,57.5,0,97,6.4,95,0.1,3.3,3.3,0.77,15.3
Lithuania,2001,Developed,71.2,201,0,10.2,95,7,57.2,0,97,6.26,95,0.1,3.3,3.3,0.757,14.7
Lithuania,2000,Developed,71.6,200,0,9.87,98,19,56.9,0,92,6.46,94,0.1,3.4,3.4,0.745,14
Luxembourg,2015,Developed,82,63,0,,94,0,61.3,0,99,,99,0.1,1,0.9,0.896,13.9
Luxembourg,2014,Developed,81.7,65,0,11.12,94,0,60.9,0,99,6.94,99,0.1,1,0.9,0.892,13.9
Luxembourg,2013,Developed,81.4,68,0,11.02,94,0,60.5,0,99,7.1,99,0.1,0.9,0.9,0.892,13.9
Luxembourg,2012,Developed,81.1,70,0,11.34,94,2,60.1,0,99,7.18,99,0.1,0.9,0.9,0.892,13.9
Luxembourg,2011,Developed,88,72,0,11.5,95,6,59.6,0,96,7.34,99,0.1,0.9,0.9,0.894,13.9
Luxembourg,2010,Developed,86,73,0,11.36,94,0,59.2,0,96,7.68,99,0.1,0.9,0.9,0.884,13.7
Luxembourg,2009,Developed,83,76,0,11.42,95,0,58.8,0,96,8.11,99,0.1,0.9,0.9,0.888,13.5
Luxembourg,2008,Developed,80,80,0,11.53,94,1,58.4,0,96,7.34,99,0.1,0.9,0.9,0.887,13.5
Luxembourg,2007,Developed,79.7,82,0,11.75,87,0,57.9,0,96,6.8,99,0.1,0.9,0.9,0.877,13.5
Luxembourg,2006,Developed,79.4,85,0,11.98,95,8,57.5,0,99,7.75,99,0.1,0.9,0.9,0.88,13.5
Luxembourg,2005,Developed,78.8,90,0,11.84,95,0,57,0,99,7.95,99,0.1,1,0.9,0.874,13.5
Luxembourg,2004,Developed,78.7,92,0,12.42,94,0,56.4,0,99,8.2,99,0.1,1,0.9,0.867,13.5
Luxembourg,2003,Developed,78.6,92,0,12.61,95,1,55.8,0,99,7.67,98,0.1,1,0.9,0.865,13.6
Luxembourg,2002,Developed,78.3,95,0,12.91,95,0,55.2,0,99,8.27,99,0.1,1,0.9,0.86,13.5
Luxembourg,2001,Developed,78,96,0,12.89,86,0,54.6,0,99,7.4,99,0.1,1,1,0.854,13.4
Luxembourg,2000,Developed,77.8,98,0,13.14,77,0,54,0,99,7.48,99,0.1,1,1,0.848,13.5
Madagascar,2015,Developing,65.5,220,28,,69,3,20.5,38,71,,69,0.3,7.1,7.1,0.511,10.3
Madagascar,2014,Developing,65.1,225,29,0.01,73,3,20,39,73,3.4,73,0.3,7.2,7.1,0.509,10.3
Madagascar,2013,Developing,64.7,230,29,0.87,74,6,19.5,40,73,4.15,74,0.4,7.3,7.2,0.508,10.3
Madagascar,2012,Developing,64.3,235,30,0.87,7,2,19,42,71,3.46,70,0.4,7.4,7.3,0.506,10.2
Madagascar,2011,Developing,63.8,241,31,0.97,73,0,18.5,43,73,4.24,73,0.4,7.5,7.4,0.504,10.2
Madagascar,2010,Developing,63.3,248,32,1.03,7,1,18,45,70,4.86,70,0.5,7.6,7.5,0.503,10.2
Madagascar,2009,Developing,62.8,254,33,0.91,77,0,17.6,47,76,4.7,77,0.5,7.7,7.6,0.5,9.7
Madagascar,2008,Developing,62.3,259,34,0.68,77,3,17.1,49,77,4.5,77,0.5,7.8,7.7,0.491,9.4
Madagascar,2007,Developing,61.9,261,35,0.71,84,0,16.7,51,83,4.98,84,0.6,7.9,7.8,0.483,9.1
Madagascar,2006,Developing,61.4,263,36,0.68,82,2,16.3,54,83,5.11,85,0.6,8,7.9,0.478,9
Madagascar,2005,Developing,69,265,37,0.72,81,0,15.8,56,80,5.3,85,0.6,8.1,8,0.473,8.9
Madagascar,2004,Developing,64,267,38,0.81,71,35558,15.4,58,74,4.89,78,0.6,8.2,8.1,0.466,8.7
Madagascar,2003,Developing,59.9,268,40,0.93,61,62233,15,60,65,4.81,66,0.7,8.3,8.3,0.457,8.5
Madagascar,2002,Developing,59.3,271,41,0.9,51,10795,14.7,63,61,5.29,62,0.7,8.5,8.4,0.462,8.3
Madagascar,2001,Developing,58.7,276,42,1.05,,9357,14.3,65,60,5.17,60,0.7,8.6,8.5,0.456,8.2
Madagascar,2000,Developing,57.9,283,44,1.16,,35256,13.9,68,58,5.8,57,0.6,8.7,8.6,,8
Malawi,2015,Developing,58.3,365,26,,88,0,19.6,38,88,,88,4.8,6.4,6.2,0.473,10.8
Malawi,2014,Developing,57.6,377,27,0.01,91,3,19.2,40,87,11.38,91,5.1,6.5,6.3,0.466,10.7
Malawi,2013,Developing,56.7,394,29,0.01,89,1,18.8,42,89,1.96,89,6.3,6.5,6.4,0.459,10.7
Malawi,2012,Developing,55.3,420,31,0.01,96,11,18.4,46,95,12.6,96,8.3,6.6,6.5,0.454,10.7
Malawi,2011,Developing,54.1,441,32,1.23,97,26,18,50,97,11.67,97,11.2,6.7,6.6,0.444,10.6
Malawi,2010,Developing,52.9,462,35,1.08,93,118712,17.6,54,86,1.5,93,13.7,6.8,6.7,0.43,10.2
Malawi,2009,Developing,51.5,491,36,1.16,93,21,17.3,56,93,1.18,93,14.9,6.9,6.8,0.415,9.9
Malawi,2008,Developing,50,525,36,1.27,91,20,16.9,58,92,1.7,91,16.9,7,6.9,0.4,9.6
Malawi,2007,Developing,48.5,559,37,1.18,87,143,16.6,59,88,9.31,87,19.3,7.1,7,0.387,9.7
Malawi,2006,Developing,47.1,587,38,1.18,99,1,16.2,61,99,8.99,99,21.1,7.3,7.1,0.377,9.6
Malawi,2005,Developing,46,606,39,1.04,93,184,15.9,62,94,8.2,93,22.4,7.4,7.2,0.371,9.7
Malawi,2004,Developing,45.1,615,40,1.11,89,1116,15.5,65,94,7.82,89,23.4,7.5,7.4,0.366,10
Malawi,2003,Developing,44.6,613,43,1.08,84,167,15.2,70,85,6.35,84,24.2,7.6,7.5,0.362,10.3
Malawi,2002,Developing,44,607,46,1.1,64,92,14.8,75,79,4.82,64,24.7,7.7,7.6,0.388,10.4
Malawi,2001,Developing,43.5,599,48,1.15,,150,14.4,80,86,5.7,90,25.1,7.9,7.7,0.387,10.1
Malawi,2000,Developing,43.1,588,51,1.18,,304,14.1,84,73,6.7,75,25.5,8,7.9,0.391,10.7
Malaysia,2015,Developing,75,123,4,,99,1318,40.6,4,99,,99,0.1,7.5,7.3,0.787,13.1
Malaysia,2014,Developing,74.8,126,4,0.52,96,221,39.5,4,97,4.17,97,0.1,7.6,7.4,0.783,13
Malaysia,2013,Developing,74.6,128,3,0.53,96,195,38.5,4,97,4.2,97,0.1,7.8,7.6,0.779,12.9
Malaysia,2012,Developing,74.5,129,3,0.53,97,1868,37.4,4,97,4.1,97,0.1,7.9,7.7,0.776,12.9
Malaysia,2011,Developing,74.3,130,3,0.51,96,1569,36.3,4,96,3.89,96,0.1,8,7.8,0.774,13
Malaysia,2010,Developing,74.1,131,3,0.49,96,73,35.3,4,96,3.99,96,0.1,8.2,8,0.764,12.8
Malaysia,2009,Developing,74,131,3,0.47,96,153,34.4,4,97,3.97,97,0.1,8.3,8.2,0.756,12.6
Malaysia,2008,Developing,73.8,132,3,0.47,97,334,33.4,4,97,3.47,97,0.1,8.5,8.3,0.747,12.5
Malaysia,2007,Developing,73.7,133,3,0.43,96,394,32.5,4,97,3.61,97,0.1,8.7,8.5,0.736,12.3
Malaysia,2006,Developing,73.6,134,3,0.42,95,564,31.6,4,95,3.65,95,0.1,8.8,8.6,0.732,12.7
Malaysia,2005,Developing,73.4,135,3,0.46,96,1407,30.7,4,96,3.29,96,0.1,9,8.8,0.734,12.9
Malaysia,2004,Developing,73.2,137,3,0.49,94,5729,29.8,4,95,3.74,95,0.1,9.2,8.9,0.731,12.7
Malaysia,2003,Developing,73.1,138,3,0.48,95,632,28.8,4,96,3.95,96,0.1,9.3,9.1,0.724,12.1
Malaysia,2002,Developing,72.9,140,4,0.49,95,408,27.9,4,94,3.4,94,0.1,9.5,9.3,0.723,12
Malaysia,2001,Developing,72.7,144,4,0.53,95,2198,27,5,95,3.4,96,0.1,9.7,9.4,0.725,11.9
Malaysia,2000,Developing,72.4,149,4,0.54,97,6187,26,5,98,3.4,98,0.1,9.8,9.6,0.715,11.6
Maldives,2015,Developing,78.5,61,0,,99,0,27.4,0,99,,99,0.1,13.6,13.6,0.701,12.7
Maldives,2014,Developing,78.2,62,0,0.01,99,0,26.2,0,99,13.73,99,0.1,13.6,13.7,0.693,12.7
Maldives,2013,Developing,77.9,64,0,0.01,99,0,25.1,0,99,11.16,99,0.1,13.7,13.8,0.683,12.4
Maldives,2012,Developing,77.6,65,0,0.01,99,0,24.1,0,99,9.16,99,0.1,13.8,13.9,0.675,12.1
Maldives,2011,Developing,77.3,67,0,1.92,96,0,23.1,0,96,8.11,96,0.1,13.9,14,0.663,11.8
Maldives,2010,Developing,76.7,73,0,1.83,97,0,22.1,0,97,7.93,96,0.1,14,14.1,0.653,11.6
Maldives,2009,Developing,76.3,75,0,1.59,98,6,21.2,0,98,9.22,98,0.1,14.1,14.2,0.651,11.8
Maldives,2008,Developing,75.9,81,0,1.76,98,0,20.3,0,98,9.3,98,0.1,14.2,14.3,0.641,11.8
Maldives,2007,Developing,75.4,82,0,1.78,98,20,19.5,0,98,6.64,98,0.1,14.3,14.4,0.632,11.9
Maldives,2006,Developing,75,88,0,1.62,98,47,18.7,0,98,7.37,98,0.1,14.3,14.5,0.622,12
Maldives,2005,Developing,74.3,93,0,1.47,98,1395,18,0,98,9.52,98,0.1,14.4,14.5,0.625,12.1
Maldives,2004,Developing,73.4,106,0,1.6,97,37,17.3,0,96,5.89,96,0.1,14.5,14.6,0.617,12.2
Maldives,2003,Developing,72.7,112,0,1.75,98,75,16.7,0,98,5.9,98,0.1,14.6,14.7,0.601,11.8
Maldives,2002,Developing,71.8,124,0,1.95,98,926,16.2,0,98,5.78,98,0.1,14.6,14.7,0.597,12
Maldives,2001,Developing,78,129,0,1.98,98,0,15.6,0,97,5.84,98,0.1,14.7,14.8,0.587,11.8
Maldives,2000,Developing,69.6,139,0,1.83,96,20,15.2,0,98,8,98,0.1,14.8,14.8,0.577,11.3
Mali,2015,Developing,58.2,266,52,,64,215,23.8,84,66,,64,1.5,7.7,7.5,0.438,8.4
Mali,2014,Developing,57.8,272,52,0.01,73,290,23.2,85,74,6.86,73,1.6,7.9,7.7,0.43,8.2
Mali,2013,Developing,57.3,275,53,0.01,69,221,22.5,86,70,6.58,69,1.6,8.1,7.9,0.421,8
Mali,2012,Developing,57.2,270,53,0.01,66,341,21.9,88,72,6.47,66,1.5,8.3,8.1,0.411,7.7
Mali,2011,Developing,56.8,271,54,0.61,66,24,21.3,90,72,6.59,66,1.5,8.5,8.3,0.404,7.5
Mali,2010,Developing,56.5,273,54,0.6,72,1719,20.7,91,77,6.35,73,1.5,8.8,8.5,0.396,7.3
Mali,2009,Developing,56,276,55,0.59,71,2939,20.2,93,77,6.85,73,1.6,9,8.8,0.385,7.1
Mali,2008,Developing,55.5,278,55,0.57,74,98,19.6,94,74,6.74,74,1.6,9.2,9,0.36,5.8
Mali,2007,Developing,55,282,56,0.55,74,2,19,96,76,6.97,74,1.7,9.4,9.3,0.363,6.4
Mali,2006,Developing,54.3,288,57,0.53,9,128,18.5,98,79,6.56,78,1.8,9.7,9.5,0.35,6.1
Mali,2005,Developing,53.6,290,57,0.55,83,33,18,101,78,6.34,77,1.9,9.9,9.7,0.338,5.8
Mali,2004,Developing,52.8,296,58,0.49,73,172,17.5,103,70,6.28,69,2,10.1,1,0.333,5.5
Mali,2003,Developing,52,299,59,0.54,79,232,17,106,67,6.25,63,2.2,10.3,1.2,0.318,5.2
Mali,2002,Developing,51.2,301,60,0.53,,717,16.5,108,65,6.32,61,2.3,10.5,1.5,0.308,4.9
Mali,2001,Developing,55,304,60,0.51,,4464,16.1,110,56,6.39,49,2.4,10.8,1.7,0.297,4.6
Mali,2000,Developing,49.8,307,60,0.47,,1578,15.6,111,53,6.29,43,2.5,11,1.9,0.291,4.4
Malta,2015,Developed,81.7,54,0,,95,2,69.6,0,97,,97,0.1,0.8,0.8,0.853,14.6
Malta,2014,Developed,81.4,55,0,8.49,9,0,69.2,0,99,9.75,99,0.1,0.8,0.8,0.847,14.3
Malta,2013,Developed,81.1,57,0,8.58,94,0,68.8,0,99,9.89,99,0.1,0.8,0.7,0.828,14.2
Malta,2012,Developed,81,58,0,7.67,93,0,68.4,0,99,9.95,99,0.1,0.8,0.7,0.821,14.1
Malta,2011,Developed,87,59,0,6.91,82,3,68,0,96,9.6,96,0.1,0.8,0.7,0.826,14.8
Malta,2010,Developed,83,62,0,7.91,75,0,67.6,0,76,8.3,76,0.1,0.8,0.7,0.819,14.6
Malta,2009,Developed,82,63,0,7.38,86,1,67.1,0,73,8.33,73,0.1,0.8,0.7,0.815,14.4
Malta,2008,Developed,80,64,0,7.14,86,1,66.6,0,72,8.15,72,0.1,0.7,0.7,0.813,14.6
Malta,2007,Developed,79.6,65,0,7.45,82,2,66.1,0,76,8.36,74,0.1,0.7,0.7,0.808,14.4
Malta,2006,Developed,79.3,66,0,8.84,86,1,65.6,0,83,8.93,85,0.1,0.7,0.7,0.809,14.8
Malta,2005,Developed,79,67,0,6.41,85,6,65,0,94,8.83,92,0.1,0.7,0.7,0.805,14.8
Malta,2004,Developed,78.7,69,0,6.53,85,4,64.5,0,89,8.46,89,0.1,0.7,0.7,0.797,14.2
Malta,2003,Developed,78.5,71,0,6.7,89,4,63.9,0,94,8.6,94,0.1,0.7,0.7,0.79,13.8
Malta,2002,Developed,78.2,75,0,5.73,,7,63.4,0,95,7.86,95,0.1,0.7,0.7,0.786,13.8
Malta,2001,Developed,77.8,79,0,5.62,,2,62.8,0,95,7.11,95,0.1,0.7,0.7,0.783,13.7
Malta,2000,Developed,77.5,80,0,5.59,,2,62.3,0,94,6.83,94,0.1,0.8,0.7,0.779,13.8
MarshallIslands,2013,Developing,,,0,0.01,8,0,81.6,0,79,17.24,79,0.1,0.1,0.1,,
Mauritania,2015,Developing,63.1,205,8,,73,1,30.8,12,67,,73,0.9,7.8,7.5,0.513,8.5
Mauritania,2014,Developing,63,206,8,0.01,84,14,30.1,12,84,3.77,84,0.9,8,7.7,0.509,8.5
Mauritania,2013,Developing,62.7,208,8,0.01,8,62,29.4,12,80,3.63,80,1.1,8.1,7.9,0.501,8.2
Mauritania,2012,Developing,62.5,209,8,0.01,8,35,28.8,12,80,3.36,80,1.2,8.3,8.1,0.491,7.8
Mauritania,2011,Developing,62.2,212,8,0.01,75,234,28.1,12,73,2.87,75,1.2,8.5,8.3,0.487,7.7
Mauritania,2010,Developing,62,214,8,0.01,64,1292,27.4,12,52,3.28,64,1.2,8.7,8.5,0.484,7.6
Mauritania,2009,Developing,61.7,215,8,0.01,64,322,26.8,12,63,3.79,64,1.2,8.9,8.7,0.476,7.1
Mauritania,2008,Developing,61.4,217,8,0.02,74,4,26.1,12,73,3.23,74,1.3,9.2,8.9,0.475,7.2
Mauritania,2007,Developing,61.2,219,8,0.02,74,11,25.5,12,75,3.54,75,1.3,9.4,9.1,0.475,7.4
Mauritania,2006,Developing,69,221,8,0.01,68,22,24.8,12,68,3.21,68,1.3,9.6,9.4,0.466,7.2
Mauritania,2005,Developing,66,223,8,0.01,42,127,24.2,12,71,4.21,71,1.3,9.8,9.6,0.461,7.2
Mauritania,2004,Developing,64,224,8,0.01,,5039,23.6,12,68,4.7,70,1.3,10,9.8,0.451,6.7
